Comment,Toxic,Severe Toxic,Obscene,Threat,Insult,Identity Hate
I bet when he hopped in his car he was laughing,1.72,0.03,0.41,0.03,0.61,0.11
"America should longer the police training,Like bruh theyre hiring so many unresponsible people.America should put the time Like Norway.",28.56,0.45,7.55,0.37,6.39,1.07
"I wish I was there,I feel very offended and even if it was to risk my life I would... Am breathing like a blowdry",2.58,0.04,0.52,0.03,0.74,0.11
It's so sad he was like I can't breathe it's so sad I hope he haunts them,4.54,0.16,1.19,0.16,1.62,0.42
"racism and woman not getting enough rights?! what's next, americans v.s asians?! god bless you all...!",2.84,0.04,0.6,0.04,0.81,0.15
R.I.P George Floyd u will always be remembered 😪🤧😫😢😭🙏,95.42,6.51,80.86,2.1,61.0,6.85
I wonder how coryxkenshin feels about this. 🤔,2.19,0.05,0.54,0.05,0.79,0.17
Rip George floyd 🙏,4.42,0.18,1.26,0.19,1.71,0.49
"Why does that dont think i can call that dude a ‘police’ anymore killed him like- he did not do anything wrong. this ‘police’ is supposed to help people but  he did the opposite thing. I can barely hear him saying “i cant breath”

Its too late now",57.91,0.21,17.45,0.1,10.65,0.51
Damn He had a family and was loved by everyone! That’s so painful seeing the brutality the cops did,2.81,0.08,0.7,0.08,1.0,0.23
After watching this Oh God 🤧 I can’t breathe,1.58,0.02,0.34,0.02,0.51,0.08
"Omg you can,t just exclude somebody bc of there skin tone and god made us different to be different so we look after our lives for god and be brave for floyed  bless him",0.23,0.0,0.03,0.0,0.05,0.0
OMG 4:46 I CANT BREATHE PLEASE 😭😭😭😭😭,2.58,0.08,0.68,0.07,0.98,0.22
"Jesus!!!! You need to come down to earth 🌍 to restore love ❤️ and respect for all . Destroy all evils once and for all !!! RIP,, 😢😢😢😢😢😭😢😢😢😢",0.67,0.0,0.12,0.0,0.19,0.02
Even though I'm only 13 I would have  pushed all the cops away from George and see if he was ok,2.14,0.04,0.5,0.04,0.73,0.14
"The more I watch this video, the more it breaks my heart. The poor man was even saying “please...”.
How cruel and even criminal these 4 policemen were!!!
It makes me cry and cry of anger..
May Allah rest his soul in peace - (from the other-side of the world 🌎 Saudi Arabia...)",17.07,0.01,1.86,0.0,1.29,0.02
Continuation...counterfeit money he’d be alive today.  Has anyone thought of that?,1.19,0.01,0.25,0.01,0.39,0.05
I'm so glad ppl are filming,4.62,0.17,1.25,0.18,1.7,0.45
"Time for a change in the law , can't just be business as usual, RIP George, Jil",0.35,0.0,0.05,0.0,0.09,0.01
He ditched them drugs real smooth though. 2:24,8.9,0.81,3.1,0.82,3.87,1.53
"Look at 04:42! The Asian cop, with his hand he's like: someone is filming, Derek.",0.93,0.01,0.17,0.01,0.27,0.03
😭😭😭,7.98,0.64,2.73,0.65,3.48,1.3
Thank you for bringing this to people's attention it was a good thing to do,0.74,0.01,0.12,0.0,0.2,0.02
"MD
MD
MD",6.71,0.45,2.18,0.46,2.84,0.97
R.I.P😞,6.68,0.44,2.17,0.46,2.8,0.98
🙏 😥,10.93,0.96,3.72,0.95,4.54,1.77
✊✊🏻✊🏼✊🏽✊🏾✊🏿😭😭😭😭😭,8.66,0.75,3.0,0.76,3.78,1.46
I’m so sorry for your brother rest in piece floyd,0.85,0.01,0.16,0.01,0.25,0.03
We will miss you George Floyd heaven made another angel 👼,2.9,0.08,0.74,0.08,1.06,0.24
Since all of this protest stuff is happening it’s from the cops,1.43,0.02,0.31,0.02,0.47,0.07
I did take me all this time until I could watch this. And now I’m crying out loud! 💔 😭 How can other human be so cruel to another?? Those police officers are rotten!,2.25,0.01,0.27,0.0,0.4,0.02
I cried after watch this,3.12,0.1,0.83,0.1,1.15,0.27
I can't breathe  mines I can't breathe so get off,18.52,0.87,5.23,0.73,6.01,1.59
✊,8.66,0.75,3.0,0.76,3.78,1.46
"4:26 you can literally see the guy on his neck break his neck as he kneeled harder. this man is the devil. I bet they have done this to so many others. ******************************

********************* LOOK ",14.39,0.04,3.59,0.02,1.78,0.15
George Floyd:,6.03,0.37,1.92,0.37,2.52,0.83
They handcuff and search my car almost Everytime I get pulled over just because of my name so what's that tell you and it's not me that has a record,70.95,0.33,20.01,0.12,16.62,0.52
"It's sad 😭 that after all that's happening to our nation's/world , this kind of brutality ( police brutality) human rights plz do something..",1.21,0.02,0.27,0.02,0.39,0.06
Yep I'm switching to cia,2.83,0.08,0.72,0.08,1.02,0.23
"Wow! Regardless of the actions that led up to the moment of detaining him, the kneeling on the neck was extremely unacceptable and extremely unnecessary especially when they had plenty of officers kneeling on the rest of his body. I am truly heartbroken for this man and his family! May you rest easy George! 😇💔",47.1,0.04,7.77,0.01,4.72,0.1
I am crying right now I never seen nobody do that he said he can't breathe so get off of him,9.51,0.23,2.18,0.19,2.7,0.56
"My heart broke every minute of this video💔 . How many members of the public have to tell you he's not responsive, for you to understand you're taking life out of a human body!.",8.48,0.1,1.77,0.08,1.79,0.27
Everytime i watch this i get hurt all over again.. Angry all over again.. Smfh,9.42,0.89,3.29,0.9,4.15,1.66
I cried bc HE WAS INNOCENT! 😭😭😭😭😭 those police are so disgusting 🤦‍♀️,20.34,1.26,6.31,1.15,7.03,2.33
Yeah that guy's being killed by the cop so I'll just stand here and film him. Smh do something,6.04,0.36,1.97,0.38,2.46,0.85
have mercy pls,5.57,0.31,1.72,0.31,2.27,0.72
Instead of rioting we need to parade for him he didn’t want this,1.96,0.04,0.46,0.04,0.66,0.13
Good luck in the gulag goege,1.57,0.02,0.33,0.02,0.5,0.08
wow,6.28,0.4,2.01,0.4,2.62,0.88
thats soo sad 😥,8.15,0.7,2.81,0.7,3.68,1.42
"Please,please..... I Can't breath",0.39,0.0,0.06,0.0,0.1,0.01
😭😭😭😭😡😡💔,8.66,0.75,3.0,0.76,3.78,1.46
What will happen when these cops dont do a day in jail ?,3.6,0.12,0.96,0.12,1.29,0.34
ABSURD!!! this guy killed him so clear,89.68,2.08,50.91,1.06,33.91,3.28
I'm happy that officer is suffering,2.62,0.06,0.63,0.06,0.91,0.18
What donu do when a man resists arrests as an officer..uggg,10.55,0.56,3.06,0.54,3.73,1.13
I can't breath.,7.58,0.59,2.55,0.59,3.3,1.21
RIP,5.84,0.34,1.84,0.35,2.42,0.8
Justice for Georg Floyd,2.17,0.04,0.51,0.05,0.75,0.14
Did you notice the ambulance employees were wearing police uniforms?,18.35,1.35,5.99,1.26,6.62,2.52
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 why is some of these police like this,3.48,0.11,0.88,0.11,1.22,0.27
This was planned,15.37,0.57,4.14,0.53,4.7,1.16
God forgive them,1.79,0.03,0.4,0.03,0.59,0.1
Why did the policeman tell George floyd to get it the car when the policeman didnt even let him 🤬😣,2.25,0.05,0.54,0.05,0.78,0.17
Wtf,75.1,3.29,33.98,1.81,31.14,4.42
Could have been handled I. A. better way ! .. merciless treatment,0.63,0.0,0.11,0.0,0.18,0.02
Police body cameras for law enforcement need to be implemented ASAP! And they need to make these body cameras cannot be tampered with.,0.33,0.0,0.05,0.0,0.09,0.01
The lie of democracy,4.63,0.21,1.35,0.21,1.82,0.53
Floyd begged for his life!  That's unreal to be.  Man would I like to serve on the jury of these officers.  I wonder who they will find who's willing to participate as an unbiased juror.,13.25,0.14,2.97,0.13,2.8,0.44
"the thing that scary to me is that if none of this was caught on tape no one would ever know that this interaction happened, and the police could say anything they want",0.88,0.01,0.16,0.01,0.23,0.03
Hmmmmmm... Wickedness at it's highest order...😠,4.49,0.22,1.35,0.22,1.83,0.54
"NDL, RIP",5.61,0.31,1.74,0.33,2.3,0.74
Oh god,1.78,0.03,0.39,0.03,0.59,0.1
no second,7.74,0.6,2.58,0.6,3.3,1.23
The police calling the ambulance because of what they knew was gonna happen.,87.32,1.79,50.39,0.66,36.97,2.84
I am god,3.98,0.15,1.11,0.16,1.52,0.41
I hope that cop doesn't live any longer,3.83,0.15,1.07,0.15,1.46,0.38
"Still outraged!  I have worked in the food delivery service for 10 years...and NEVER have I called the police for a counterfeit bill!  Wtf?  That is plain heartless.  Look at the clerks, they don't know what the f' they are doing!  It's clear to me, they are ""new"" at their job.  Calling the police about a 10 dollar bill?  BS!!  The owner has the audacity to direct his workers to call the freakin police over f'in 10 dollars!  Wow,  I am in astonishment.",35.49,0.02,4.63,0.01,3.13,0.06
How hw was murdered was tereble,7.45,0.55,2.47,0.56,3.17,1.13
Oh boy..,3.06,0.09,0.81,0.09,1.15,0.27
"Он даже не думал, что покупка сигарет обернется для него смертью и массовым протестами",8.48,0.72,2.94,0.73,3.72,1.43
Oh god..,1.78,0.03,0.39,0.03,0.59,0.1
So upsetting,7.01,0.49,2.29,0.5,2.98,1.05
So sad. RIP brother.,1.0,0.01,0.19,0.01,0.31,0.04
"Look at the footage around 4:20 and then again 5:20, George looks like he has urinated himself, this is a man in serious distress ffs",1.5,0.02,0.31,0.02,0.46,0.07
HOW THE HELL IS THIS OFFENSIVE YOUTUBE! ANSWER ME,2.12,0.05,0.48,0.04,0.71,0.14
These cops are crual and mean,4.44,0.2,1.29,0.2,1.74,0.5
why is diesel .99 cents?,2.64,0.07,0.64,0.06,0.92,0.19
why were ppl filming ik the wanna get footage but you could of said stop,0.96,0.01,0.18,0.01,0.29,0.04
this is disgusting i wish i can speak but im little so yeah,1.04,0.01,0.2,0.01,0.31,0.04
"George soros, NWO, fear=control... awake!!!",1.49,0.02,0.31,0.02,0.48,0.08
Amarica,8.66,0.75,3.0,0.76,3.78,1.46
so sad,5.07,0.26,1.54,0.26,2.06,0.62
nice EMS system ya got ... why in the hell is the fire department called IF the ambulance has already left the scene ... wtf?,47.96,0.13,8.05,0.05,7.63,0.24
Lucky for the cup food owner the shop is still in one piece since the  place  became the memorial site.,0.47,0.0,0.08,0.0,0.13,0.01
"So many videos, but no video of the moment just before Floyd's on the ground. Was he resisting arrest or not?.. We will never know the truth. Sad. 😔",2.66,0.07,0.67,0.07,0.96,0.22
What are people with cameras doing instead of helping him,5.28,0.29,1.6,0.29,2.14,0.67
😰😰😱😱😱,8.66,0.75,3.0,0.76,3.78,1.46
very very sad think about his family. what are they are felling the damage is over for floyd but not for his family his family is alive but floyd is not.,0.95,0.01,0.19,0.01,0.31,0.04
It really is f up what they did to him,5.68,0.14,1.42,0.14,1.57,0.38
My name is human. My heart hurts.,2.42,0.06,0.6,0.06,0.84,0.16
Poor guy he couldn’t breathe,98.3,7.85,86.13,2.23,74.38,7.08
Like the cop wouldn’t of liked it if George Floyd put his knee on his neck,22.17,0.32,5.23,0.26,4.6,0.84
Lol,4.99,0.23,1.48,0.25,1.96,0.58
So sad,6.12,0.38,1.95,0.38,2.56,0.85
So sad,6.12,0.38,1.95,0.38,2.56,0.85
That just let you know what people really stand for... Condolences to George and your family but to the people that were sitting on the sidelines don't cry a tear when something like this happens to you or one of your loved ones,4.41,0.15,1.18,0.16,1.5,0.4
"A neutral, non inflationary telling of the events leading to Floyd's death and YouTube has decided to flag it as inappropriate and remove the share button. YouTube clearly wants to be on the side of history that helped drive a political narrative at any cost.",30.47,0.18,5.6,0.12,5.4,0.52
That's not cool,4.7,0.22,1.37,0.23,1.86,0.54
Cant share the video??? That's censorship.,1.24,0.02,0.25,0.02,0.4,0.06
Let's help fight for the black,0.52,0.0,0.09,0.0,0.15,0.01
"Even GTA5 are affected 
I fell bad RIP",5.76,0.31,1.76,0.33,2.3,0.74
Why hasn't any news networks show this hidden footage?,0.36,0.0,0.05,0.0,0.09,0.01
"The WAshington Post are Lier 

The real background is not mentioned !!
A cut video is shown where the actual crime scene is not shown at all ??",0.39,0.0,0.06,0.0,0.11,0.01
Killer cops,26.3,1.67,7.92,1.48,8.86,2.89
Now I have this kind of fear for my longtime boyfriend that I don't even get a chance to see in person bcoz of this kind of stuff.. racism is a big issue that each of every political person should have do something for this to be over with or stop,1.48,0.02,0.34,0.02,0.45,0.07
They are the crazy cops,3.12,0.1,0.83,0.1,1.17,0.28
I'm so touched this is painful it's sad how to a human being treating another human like an animal..l say no to racism..these policeman deserve to be punished,1.61,0.02,0.35,0.02,0.51,0.08
Please man please i can't breath how could people be so cruel.,0.61,0.0,0.1,0.0,0.17,0.02
This is the truth face from USA,5.34,0.06,1.0,0.05,1.24,0.17
inhumane.,9.24,0.85,3.28,0.87,4.12,1.65
This man soul left his body way before the ambulance got there. And  for anybody to say the other three shouldn't be charged are full of crap.  They watched and played a part in it.,0.15,0.0,0.02,0.0,0.03,0.0
Live broadcast of the American popular protests in a number of United Nations cities inside the channel,0.59,0.0,0.11,0.0,0.17,0.02
In my country we play football with them police don't killed they protect,10.45,0.49,2.97,0.48,3.53,1.06
I cant breth....,9.34,0.85,3.28,0.86,4.07,1.63
America police are super LOL,5.59,0.27,1.66,0.29,2.16,0.67
THIS WHOLE SITUATION DOESNT ADD UP. Where’s the missing footage?! WHY TF DOES THE COP CONTINUE TO KNEEL ON HIS NECK AFTER HE CLEARY IS UNCONSCIOUS?! This whole thing looks like a set up to start a race war,0.29,0.0,0.04,0.0,0.07,0.01
he may have done something bad but that dosent mean he had to die for it,0.99,0.0,0.14,0.0,0.17,0.01
I can't breathe ! Why didn't this brutal cop release this knee from this unfortunate victim . Couldn't he hear that he is grasping for breath.,6.17,0.23,1.8,0.24,2.06,0.6
Police and judges should be held accountable judges have a responsibility,8.9,0.67,2.9,0.69,3.54,1.34
It looks like some of the video is not shown. Why does it appear that the video was cut so it does not show how Floyd ended up on the ground.,0.28,0.0,0.04,0.0,0.08,0.01
"Why? We are all humans, we deserve love, we deserve to be loved, we deserve happiness, we deserve to life! The fact that ,,officer” just smashed Floyd’s neck is unforgivable! I have 1 simple question for this  officer...
What did you gain by taking an innocent life?  Because if u did it ,,just for fun” you are more than a monster! IN FACT, WE ARE ALL ORANGE!! BUT DIFFERENT SHADES OF ORANGE! ITS SCIENTIFICALLY PROVEN!! ALL LIFES MATTER!!",5.15,0.01,0.67,0.01,0.77,0.05
